person_id;cohort_name;foreign;mover;education;big5.chatty;big5.cold;big5.thorough;big5.depressed;big5.original;big5.quiet;big5.helpful;big5.unorganized;big5.relaxed;big5.wild_imagination;big5.outgoing;big5.rude;big5.planner;big5.worried_a_lot;big5.speculate;big5.shy;big5.considerate;big5.uncareful;big5.nervous;big5.not_artistic;big5_extrovert_tot;big5_openness_tot;big5_agreeableness_tot;big5_conscientiousness_tot;big5.relaxed_rev;big5_neuroticism_tot;big5_extrovert_mean;big5_openness_mean;big5_agreeableness_mean;big5_conscientiousness_mean;big5_neuroticism_mean
3091;V-2025;0;1;1;3;5;7;1;4;6;5;5;6;6;5;6;5;2;7;6;7;4;2;5;20;22;23;21;2;7;5,00;5,50;5,75;5,25;1,75
3259;V-2025;1;0;2;4;4;6;3;5;2;7;3;4;3;6;6;3;6;5;6;7;6;4;4;18;17;24;18;4;17;4,50;4,25;6,00;4,50;4,25
3925;V-2025;1;0;1;1;6;7;1;6;2;7;6;7;6;1;7;6;2;7;7;7;7;2;1;11;20;27;26;1;6;2,75;5,00;6,75;6,50;1,50
3936;V-2025;0;1;1;7;7;6;1;6;6;7;3;5;5;7;7;6;2;5;6;7;6;1;4;26;20;28;21;3;7;6,50;5,00;7,00;5,25;1,75
3817;V-2025;1;0;0;5;6;7;2;6;3;7;7;7;2;6;7;6;7;6;4;7;7;4;1;18;15;27;27;1;14;4,50;3,75;6,75;6,75;3,50
3017;V-2025;1;1;1;4;6;7;1;3;4;6;4;3;6;5;6;6;6;5;6;6;7;6;7;19;21;24;24;5;18;4,75;5,25;6,00;6,00;4,50
3534;V-2025;0;1;2;5;7;7;1;6;6;6;6;5;6;5;7;4;5;5;6;7;3;6;7;22;24;27;20;3;15;5,50;6,00;6,75;5,00;3,75
3306;V-2025;0;0;2;4;6;7;1;5;5;5;5;5;5;6;7;6;5;5;5;7;6;4;2;20;17;25;24;3;13;5,00;4,25;6,25;6,00;3,25
3417;V-2025;0;1;1;5;4;5;3;4;4;6;5;2;4;5;4;6;5;5;5;5;5;5;4;19;17;19;21;6;19;4,75;4,25;4,75;5,25;4,75
3464;V-2025;1;0;1;4;6;7;1;6;4;7;7;7;4;6;7;7;4;1;7;7;7;3;7;21;18;27;28;1;9;5,25;4,50;6,75;7,00;2,25
3868;V-2025;1;1;2;6;6;7;2;6;6;6;3;5;6;6;4;5;2;6;6;6;4;2;6;24;24;22;19;3;9;6,00;6,00;5,50;4,75;2,25
3234;V-2025;0;1;2;7;7;7;1;7;3;7;7;6;7;6;7;7;2;6;7;7;6;7;5;23;25;28;27;2;12;5,75;6,25;7,00;6,75;3,00
3544;V-2026;1;0;0;7;7;7;3;4;6;6;6;7;5;7;7;7;4;4;5;7;4;5;4;25;17;27;24;1;13;6,25;4,25;6,75;6,00;3,25
3441;V-2026;1;0;2;7;3;7;2;2;6;7;7;3;5;7;6;7;7;3;7;7;7;5;7;27;17;23;28;5;19;6,75;4,25;5,75;7,00;4,75
3650;V-2026;0;0;2;6;7;7;5;4;6;7;7;3;3;5;7;7;5;5;6;7;7;4;3;23;15;28;28;5;19;5,75;3,75;7,00;7,00;4,75
3810;V-2026;1;1;2;6;7;7;1;7;4;7;7;7;7;7;7;6;3;4;7;7;7;4;6;24;24;28;27;1;9;6,00;6,00;7,00;6,75;2,25
3304;V-2026;1;1;2;7;1;6;7;7;1;7;3;7;7;4;2;7;7;7;1;7;1;5;1;13;22;17;17;1;20;3,25;5,50;4,25;4,25;5,00
3226;V-2026;0;0;2;7;5;7;2;4;6;5;7;3;5;7;7;6;5;4;3;7;7;5;7;23;20;24;27;5;17;5,75;5,00;6,00;6,75;4,25
3311;V-2026;1;1;2;7;6;7;1;5;5;7;7;7;7;7;6;7;2;6;7;7;6;1;6;26;24;26;27;1;5;6,50;6,00;6,50;6,75;1,25
3524;V-2026;1;0;1;6;7;7;5;6;6;7;7;5;6;6;5;5;5;6;5;7;6;5;7;23;25;26;25;3;18;5,75;6,25;6,50;6,25;4,50
3656;V-2026;1;1;2;7;7;6;2;5;7;7;6;5;7;7;3;5;5;5;6;5;2;5;1;27;18;22;19;3;15;6,75;4,50;5,50;4,75;3,75
3648;V-2026;0;1;0;4;5;5;1;4;5;5;5;5;6;5;7;4;3;3;5;7;5;2;3;19;16;24;19;3;9;4,75;4,00;6,00;4,75;2,25
3278;V-2026;1;1;0;4;6;7;1;5;3;7;7;2;5;4;7;7;1;4;4;7;6;4;5;15;19;27;27;6;12;3,75;4,75;6,75;6,75;3,00
3456;V-2026;1;0;1;5;6;7;1;5;3;7;7;6;4;7;7;6;3;5;6;7;6;2;6;21;20;27;26;2;8;5,25;5,00;6,75;6,50;2,00
3910;V-2026;0;1;1;7;6;7;1;6;6;5;7;3;6;6;6;5;6;5;6;7;3;4;3;25;20;24;22;5;16;6,25;5,00;6,00;5,50;4,00
3275;V-2026;0;1;2;2;3;6;7;5;3;7;5;3;5;4;6;6;7;7;2;7;6;7;3;11;20;23;23;5;26;2,75;5,00;5,75;5,75;6,50
3950;V-2026;0;0;2;7;7;6;1;5;6;6;7;7;7;7;7;6;1;7;7;7;3;1;7;27;26;27;22;1;4;6,75;6,50;6,75;5,50;1,00
3623;V-2026;1;1;2;5;6;6;6;6;5;5;7;5;7;6;7;6;5;6;6;2;6;3;5;22;24;20;25;3;17;5,50;6,00;5,00;6,25;4,25
3385;V-2026;1;0;1;3;6;7;1;6;7;7;7;5;5;6;7;6;5;5;7;7;6;2;3;23;19;27;26;3;11;5,75;4,75;6,75;6,50;2,75
3402;V-2026;0;1;2;5;4;7;1;5;5;6;6;5;5;6;6;6;4;4;6;7;6;6;5;22;19;23;25;3;14;5,50;4,75;5,75;6,25;3,50
3797;V-2026;0;1;2;5;7;6;2;5;4;7;6;6;6;5;7;5;3;7;6;7;4;3;6;20;24;28;21;2;10;5,00;6,00;7,00;5,25;2,50
3913;V-2026;0;0;2;5;6;6;5;5;3;6;3;4;6;5;5;5;5;5;6;7;5;6;7;19;23;24;19;4;20;4,75;5,75;6,00;4,75;5,00
3909;V-2026;1;1;1;2;5;7;2;4;1;6;7;6;6;2;6;7;7;5;2;7;4;7;6;7;21;24;25;2;18;1,75;5,25;6,00;6,25;4,50
3032;V-2026;1;0;2;6;6;5;3;5;3;6;6;6;4;7;7;6;5;7;3;7;6;3;5;19;21;26;23;2;13;4,75;5,25;6,50;5,75;3,25
3632;V-2026;0;0;1;1;3;5;3;3;3;5;6;3;2;3;6;4;5;4;3;5;5;4;3;10;12;19;20;5;17;2,50;3,00;4,75;5,00;4,25
3975;V-2026;1;1;2;6;3;5;2;5;3;5;4;4;6;6;3;3;7;5;3;7;3;6;2;18;18;18;15;4;19;4,50;4,50;4,50;3,75;4,75
3516;V-2026;1;0;2;5;4;6;1;5;2;7;6;4;6;5;4;5;7;7;3;7;1;5;3;15;21;22;18;4;17;3,75;5,25;5,50;4,50;4,25
3103;V-2026;0;0;2;7;7;7;1;5;7;6;7;6;7;7;6;6;5;5;7;7;7;3;7;28;24;26;27;2;11;7,00;6,00;6,50;6,75;2,75
3525;V-2026;0;0;2;5;7;7;1;4;4;7;7;1;5;4;7;6;6;5;7;7;7;6;5;20;19;28;27;7;20;5,00;4,75;7,00;6,75;5,00
3373;V-2026;1;0;1;7;6;7;1;5;6;5;6;4;7;7;7;6;4;7;6;7;6;3;4;26;23;25;25;4;12;6,50;5,75;6,25;6,25;3,00
3760;V-2026;1;0;1;5;6;7;1;6;5;7;6;5;5;5;7;7;4;5;6;7;6;4;4;21;20;27;26;3;12;5,25;5,00;6,75;6,50;3,00
3832;V-2026;1;0;1;7;7;7;1;7;7;7;7;6;4;7;7;6;2;2;7;7;7;1;7;28;20;28;27;2;6;7,00;5,00;7,00;6,75;1,50
3804;V-2026;1;1;2;4;4;6;2;5;3;3;5;4;6;3;4;5;4;5;4;7;3;4;7;14;23;18;19;4;14;3,50;5,75;4,50;4,75;3,50
3749;V-2026;0;1;2;7;7;7;1;7;7;7;7;5;5;7;7;7;2;4;7;7;4;1;2;28;18;28;25;3;7;7,00;4,50;7,00;6,25;1,75
3177;V-2026;0;1;99;5;7;7;3;6;3;6;7;4;7;6;7;6;5;6;6;7;6;5;7;20;26;27;26;4;17;5,00;6,50;6,75;6,50;4,25
3780;V-2026;1;0;2;7;7;6;1;4;6;6;5;3;1;7;7;6;6;2;7;7;6;4;2;27;9;27;23;5;16;6,75;2,25;6,75;5,75;4,00
3523;V-2026;1;0;0;1;5;6;1;3;1;5;4;4;4;1;7;6;5;4;4;7;6;6;4;7;15;24;22;4;16;1,75;3,75;6,00;5,50;4,00
3063;V-2026;0;1;2;3;4;6;1;5;3;5;7;7;3;2;6;4;1;3;6;5;6;4;4;14;15;20;23;1;7;3,50;3,75;5,00;5,75;1,75
3215;V-2026;0;0;0;7;4;6;1;5;5;4;7;7;3;7;6;6;2;4;6;6;3;2;7;25;19;20;22;1;6;6,25;4,75;5,00;5,50;1,50
3878;V-2026;0;1;1;6;7;6;1;5;7;7;6;6;6;7;7;6;2;5;7;7;5;3;5;27;21;28;23;2;8;6,75;5,25;7,00;5,75;2,00
3713;V-2026;1;1;1;7;6;6;2;5;6;6;7;7;6;7;5;7;4;7;6;7;6;2;6;26;24;24;26;1;9;6,50;6,00;6,00;6,50;2,25
3489;V-2026;1;0;1;2;5;6;4;5;3;6;6;5;4;3;6;5;4;4;3;6;5;6;7;11;20;23;22;3;17;2,75;5,00;5,75;5,50;4,25
3890;V-2026;0;1;1;6;7;7;2;5;7;6;6;4;4;5;6;7;6;6;6;7;7;3;7;24;22;26;27;4;15;6,00;5,50;6,50;6,75;3,75
3511;V-2026;0;0;1;5;4;7;2;4;4;7;7;5;4;4;7;6;5;4;6;7;5;3;3;19;15;25;25;3;13;4,75;3,75;6,25;6,25;3,25
3515;V-2026;0;1;2;5;7;7;1;4;3;6;7;6;4;5;7;7;4;4;7;7;7;4;3;20;15;27;28;2;11;5,00;3,75;6,75;7,00;2,75
3353;V-2026;0;0;2;5;5;6;3;6;4;5;6;5;3;6;4;7;5;6;3;7;6;5;4;18;19;21;25;3;16;4,50;4,75;5,25;6,25;4,00
3122;V-2026;0;1;2;6;7;5;1;4;3;6;7;2;4;6;7;6;7;4;7;6;7;6;3;22;15;26;25;6;20;5,50;3,75;6,50;6,25;5,00
3693;V-2026;1;0;1;6;7;7;1;5;7;6;7;5;4;7;7;7;6;4;7;7;7;3;5;27;18;27;28;3;13;6,75;4,50;6,75;7,00;3,25
3048;V-2026;1;0;0;6;7;7;1;3;5;6;5;4;4;5;7;6;7;3;7;7;6;6;5;23;15;27;24;4;18;5,75;3,75;6,75;6,00;4,50
3915;V-2026;0;1;2;7;7;5;1;4;6;5;7;2;4;6;5;6;7;4;7;6;6;6;2;26;14;23;24;6;20;6,50;3,50;5,75;6,00;5,00
3519;V-2026;1;0;2;3;6;6;1;5;2;6;6;5;4;4;6;5;6;4;1;6;6;7;3;10;16;24;23;3;17;2,50;4,00;6,00;5,75;4,25
3540;V-2026;0;0;99;4;5;6;1;4;4;6;7;5;5;3;6;7;5;3;7;7;6;3;6;18;18;24;26;3;12;4,50;4,50;6,00;6,50;3,00
3905;V-2026;0;1;2;4;4;6;2;4;4;6;4;4;4;4;7;4;7;4;5;7;4;2;7;17;19;24;18;4;15;4,25;4,75;6,00;4,50;3,75
3307;V-2026;0;0;1;6;7;7;1;6;2;6;4;7;7;5;4;7;6;6;5;7;4;3;7;18;26;24;22;1;11;4,50;6,50;6,00;5,50;2,75
3254;V-2026;0;0;1;6;5;6;1;5;4;5;5;5;6;6;7;5;6;4;4;5;2;5;4;20;19;22;18;3;15;5,00;4,75;5,50;4,50;3,75
3339;V-2026;0;1;2;2;3;6;1;6;2;5;6;6;6;2;6;6;4;7;6;7;5;1;7;12;26;21;23;2;8;3,00;6,50;5,25;5,75;2,00
3406;V-2026;1;0;0;4;6;7;1;4;5;6;6;3;6;4;7;5;4;3;7;6;6;1;7;20;20;25;24;5;11;5,00;5,00;6,25;6,00;2,75
3549;V-2026;1;1;99;4;5;7;3;5;3;7;3;4;7;5;7;6;6;6;6;7;4;6;4;18;22;26;20;4;19;4,50;5,50;6,50;5,00;4,75
3474;V-2026;1;1;0;7;7;7;1;7;6;7;7;7;4;7;7;7;1;7;7;7;7;2;4;27;22;28;28;1;5;6,75;5,50;7,00;7,00;1,25
3798;V-2026;0;0;2;7;6;6;2;4;4;5;3;7;7;7;4;4;3;5;5;7;4;5;5;23;21;22;17;1;11;5,75;5,25;5,50;4,25;2,75
3027;V-2026;0;0;2;4;5;7;2;4;4;7;7;4;5;4;5;7;5;5;5;7;7;5;4;17;18;24;28;4;16;4,25;4,50;6,00;7,00;4,00
3126;V-2026;1;0;2;7;7;5;1;7;7;7;4;4;6;7;6;5;3;7;7;7;5;3;1;28;21;27;19;4;11;7,00;5,25;6,75;4,75;2,75
3826;V-2026;1;0;99;5;5;4;1;4;4;7;4;5;4;5;6;4;6;5;6;6;6;2;5;20;18;24;18;3;12;5,00;4,50;6,00;4,50;3,00
3607;V-2026;0;1;2;7;7;5;1;6;7;5;6;5;4;7;7;7;3;4;6;6;6;2;5;27;19;25;24;3;9;6,75;4,75;6,25;6,00;2,25
3610;V-2026;0;1;1;6;6;7;2;5;6;6;6;7;4;6;6;7;5;3;6;7;3;2;4;24;16;25;23;1;10;6,00;4,00;6,25;5,75;2,50
3709;V-2026;1;0;0;5;7;6;1;5;3;7;7;5;4;4;7;7;4;4;7;7;7;5;3;19;16;28;27;3;13;4,75;4,00;7,00;6,75;3,25
3568;V-2026;0;1;2;5;5;6;7;7;4;7;6;5;6;5;6;5;7;5;4;6;7;3;7;18;25;24;24;3;20;4,50;6,25;6,00;6,00;5,00
3289;V-2026;0;1;1;7;6;7;1;6;7;5;7;4;5;7;7;7;4;6;7;7;6;3;6;28;23;25;27;4;12;7,00;5,75;6,25;6,75;3,00
3747;V-2026;0;1;1;6;5;5;5;5;6;5;4;3;7;7;5;4;7;7;5;6;4;5;7;24;26;21;17;5;22;6,00;6,50;5,25;4,25;5,50
3620;V-2026;1;0;1;3;5;7;2;4;3;7;7;3;1;3;7;6;4;2;7;7;7;7;1;16;8;26;27;5;18;4,00;2,00;6,50;6,75;4,50
3605;V-2026;0;0;2;7;7;7;1;6;7;5;3;7;7;7;3;4;1;5;7;5;1;1;4;28;22;20;15;1;4;7,00;5,50;5,00;3,75;1,00
3862;V-2026;1;0;2;1;5;5;2;3;2;6;5;3;2;3;5;5;7;3;4;4;6;6;5;10;13;20;21;5;20;2,50;3,25;5,00;5,25;5,00
3740;V-2026;0;1;1;3;6;5;3;3;4;7;4;5;2;3;7;5;2;7;7;7;5;1;1;17;13;27;19;3;9;4,25;3,25;6,75;4,75;2,25
3738;V-2026;1;1;2;4;6;6;1;4;6;5;6;6;5;5;6;5;5;5;6;6;4;5;4;21;18;23;21;2;13;5,25;4,50;5,75;5,25;3,25
3809;V-2026;0;1;2;4;5;5;1;4;5;5;6;6;4;4;6;4;3;4;6;6;5;3;2;19;14;22;20;2;9;4,75;3,50;5,50;5,00;2,25
3270;V-2026;1;0;2;4;4;5;3;5;3;5;5;4;7;3;6;2;3;4;1;6;5;2;7;11;23;21;17;4;12;2,75;5,75;5,25;4,25;3,00
3670;V-2026;0;1;2;7;7;7;1;6;7;7;7;5;5;7;7;7;5;5;7;7;7;4;4;28;20;28;28;3;13;7,00;5,00;7,00;7,00;3,25
3836;V-2026;1;0;2;7;7;7;1;5;7;4;6;7;7;7;6;7;2;7;7;7;7;2;2;28;21;24;27;1;6;7,00;5,25;6,00;6,75;1,50
3437;V-2026;1;1;2;7;7;6;1;3;7;1;4;5;5;7;7;7;7;5;7;7;7;5;1;28;14;22;24;3;16;7,00;3,50;5,50;6,00;4,00
3577;V-2026;0;1;2;4;7;6;2;4;4;6;5;5;5;4;7;7;3;2;4;7;4;5;5;16;16;27;22;3;13;4,00;4,00;6,75;5,50;3,25
3978;V-2026;0;0;2;6;7;6;1;5;7;6;5;6;7;6;6;4;1;4;7;7;6;5;7;26;23;26;21;2;9;6,50;5,75;6,50;5,25;2,25
3758;V-2026;1;0;0;4;6;7;1;6;4;7;7;5;4;4;7;7;2;4;5;6;6;3;4;17;18;26;27;3;9;4,25;4,50;6,50;6,75;2,25
3153;V-2026;0;1;2;6;6;6;2;7;6;6;4;7;7;7;5;4;3;7;6;6;4;4;7;25;28;23;18;1;10;6,25;7,00;5,75;4,50;2,50
3082;V-2026;0;1;2;6;4;5;2;3;6;3;6;5;1;6;4;6;5;3;7;7;4;6;1;25;8;18;21;3;16;6,25;2,00;4,50;5,25;4,00
3575;V-2026;1;0;0;6;7;6;1;5;6;1;7;5;5;7;7;5;1;5;7;7;7;2;7;26;22;22;25;3;7;6,50;5,50;5,50;6,25;1,75
3283;V-2026;0;1;1;5;5;5;1;4;4;1;6;5;3;5;6;7;5;5;5;7;4;5;3;19;15;19;22;3;14;4,75;3,75;4,75;5,50;3,50
3171;V-2026;1;1;2;4;5;7;2;3;5;6;6;4;3;4;7;4;5;2;6;7;7;6;7;19;15;25;24;4;17;4,75;3,75;6,25;6,00;4,25
3926;V-2026;1;0;0;5;7;7;1;6;4;7;6;5;2;5;6;7;2;5;5;7;7;5;4;19;17;27;27;3;11;4,75;4,25;6,75;6,75;2,75
3765;V-2026;1;1;1;6;5;6;1;5;5;7;7;2;4;5;7;7;5;6;3;7;6;5;7;19;22;26;26;6;17;4,75;5,50;6,50;6,50;4,25
3603;V-2026;0;1;2;4;6;7;1;7;2;6;6;7;6;3;6;3;1;7;6;7;6;1;3;15;23;25;22;1;4;3,75;5,75;6,25;5,50;1,00
3119;V-2026;0;1;2;5;7;6;1;4;5;5;7;5;4;5;7;5;3;6;7;7;6;3;6;22;20;26;24;3;10;5,50;5,00;6,50;6,00;2,50
3814;V-2026;1;0;0;5;7;5;1;5;5;7;5;5;3;5;6;4;5;5;5;7;5;3;4;20;17;27;19;3;12;5,00;4,25;6,75;4,75;3,00
3598;V-2026;1;0;2;6;5;5;2;5;7;2;5;5;3;6;6;5;5;4;6;5;4;4;3;25;15;18;19;3;14;6,25;3,75;4,50;4,75;3,50
3518;V-2026;1;0;2;7;7;7;2;4;6;7;7;3;3;6;7;6;3;3;7;7;7;3;6;26;16;28;27;5;13;6,50;4,00;7,00;6,75;3,25
3737;V-2026;0;0;2;7;7;7;1;5;7;7;7;6;1;7;7;7;2;3;7;7;7;2;2;28;11;28;28;2;7;7,00;2,75;7,00;7,00;1,75
3064;V-2026;1;1;99;5;7;7;1;4;6;7;6;5;2;6;7;5;4;3;7;7;7;4;4;24;13;28;25;3;12;6,00;3,25;7,00;6,25;3,00
3594;V-2026;0;1;2;4;3;6;1;2;3;5;7;4;2;4;5;7;3;2;7;7;4;4;3;18;9;20;24;4;12;4,50;2,25;5,00;6,00;3,00
3661;V-2026;0;1;2;4;7;7;1;5;4;7;7;5;4;4;7;6;3;4;7;7;7;3;4;19;17;28;27;3;10;4,75;4,25;7,00;6,75;2,50
3244;V-2026;0;1;1;4;7;7;1;2;5;6;7;4;2;4;7;5;6;1;7;7;4;7;4;20;9;27;23;4;18;5,00;2,25;6,75;5,75;4,50
8001;H-2025;1;0;2;5;4;5;3;5;5;5;5;7;5;5;5;5;5;5;5;7;3;3;6;20;21;21;18;1;12;5,00;5,25;5,25;4,50;3,00
8002;H-2025;1;0;0;2;4;6;1;5;3;5;6;6;4;3;7;5;3;5;5;7;6;2;3;13;17;23;23;2;8;3,25;4,25;5,75;5,75;2,00
8003;H-2025;1;1;2;4;5;6;1;5;1;6;4;6;7;5;5;5;6;5;1;6;6;5;3;11;20;22;21;2;14;2,75;5,00;5,50;5,25;3,50
8004;H-2025;1;0;2;2;3;6;1;5;1;6;3;7;2;2;7;5;2;4;4;7;7;5;5;9;16;23;21;1;9;2,25;4,00;5,75;5,25;2,25
8001;V-2026;1;0;2;5;4;5;3;5;3;5;3;7;5;5;3;5;5;5;3;7;5;3;2;20;21;21;18;1;12;5,00;5,25;5,25;4,50;3,00
8002;V-2026;1;0;0;2;4;6;1;5;5;5;2;6;4;3;1;5;3;5;3;7;2;2;5;13;17;23;23;2;8;3,25;4,25;5,75;5,75;2,00
8003;V-2026;1;1;2;4;3;6;1;5;7;6;4;6;7;5;3;5;6;5;7;6;2;5;5;11;20;22;21;2;14;2,75;5,00;5,50;5,25;3,50
8004;V-2026;1;0;2;2;5;6;1;5;7;6;5;7;2;2;1;5;2;4;4;7;1;5;3;9;16;23;21;1;9;2,25;4,00;5,75;5,25;2,25
